CODGEO;DEP;LIBGEO;Zonage en vigueur depuis le 5 septembre 2025;Reclassement 5 septembre 2025
49334;49;Sermaise;C;Non
49336;49;Somloire;C;Non
49338;49;Soulaines-sur-Aubance;B2;Non
49339;49;Soulaire-et-Bourg;B2;Reclassement
49341;49;Souzay-Champigny;C;Non
49343;49;La Tessoualle;B2;Non
49344;49;Thorigné-d'Anjou;C;Non
49345;49;Bellevigne-en-Layon;C;Non
49347;49;Tiercé;C;Non
49352;49;Toutlemonde;B2;Non
49353;49;Trélazé;B1;Non
49355;49;Trémentines;B2;Non
49358;49;Turquant;C;Non
49359;49;Les Ulmes;C;Non
49361;49;Varennes-sur-Loire;C;Non
49362;49;Varrains;C;Non
49364;49;Vaudelnay;C;Non
49367;49;Erdre-en-Anjou;C;Non
49368;49;Vernantes;C;Non
49369;49;Vernoil-le-Fourrier;C;Non
49370;49;Verrie;C;Non
49371;49;Vezins;B2;Non
49373;49;Lys-Haut-Layon;C;Non
49374;49;Villebernier;C;Non
49377;49;Rives-du-Loir-en-Anjou;B2;Non
49378;49;Vivy;C;Non
49381;49;Yzernay;C;Non
50002;50;Agneaux;B1;Reclassement
50003;50;Agon-Coutainville;C;Non
50004;50;Airel;C;Non
50006;50;Amigny;C;Non
50008;50;Anctoville-sur-Boscq;C;Non
50013;50;Anneville-en-Saire;C;Non
50016;50;Appeville;C;Non
50019;50;Aucey-la-Plaine;C;Non
50021;50;Audouville-la-Hubert;C;Non
50022;50;Aumeville-Lestre;C;Non
50023;50;Auvers;C;Non
50024;50;Auxais;C;Non
50025;50;Avranches;C;Non
50026;50;Azeville;C;Non
50027;50;Bacilly;C;Non
50028;50;La Baleine;C;Non
50029;50;Barenton;C;Non
50030;50;Barfleur;C;Non
50031;50;Barneville-Carteret;C;Non
50032;50;La Barre-de-Semilly;C;Non
50033;50;Baubigny;C;Non
50034;50;Baudre;C;Non
50036;50;Baupte;C;Non
50038;50;Beauchamps;C;Non
50039;50;Beaucoudray;C;Non
50040;50;Beauficel;C;Non
50041;50;La Hague;B2;Reclassement
50042;50;Beauvoir;C;Non
50044;50;Belval;C;Non
50045;50;Benoîtville;C;Non
50046;50;Bérigny;C;Non
50048;50;Beslon;C;Non
50049;50;Besneville;C;Non
50050;50;Beuvrigny;C;Non
50052;50;Beuzeville-la-Bastille;C;Non
50054;50;Biéville;C;Non
50055;50;Biniville;C;Non
50058;50;Blainville-sur-Mer;C;Non
50059;50;Blosville;C;Non
50060;50;La Bloutière;C;Non
50062;50;Boisyvon;C;Non
50064;50;La Bonneville;C;Non
50066;50;Jullouville;B2;Non
50069;50;Bourguenolles;C;Non
50070;50;Boutteville;C;Non
50072;50;Brainville;C;Non
50074;50;Brécey;C;Non
50076;50;Bréhal;C;Non
50077;50;Bretteville;C;Non
50078;50;Bretteville-sur-Ay;C;Non
50079;50;Breuville;C;Non
50081;50;Bréville-sur-Mer;B2;Non
50082;50;Bricquebec-en-Cotentin;B2;Reclassement
50083;50;Bricquebosq;C;Non
50084;50;Bricqueville-la-Blouette;C;Non
50085;50;Bricqueville-sur-Mer;C;Non
50086;50;Brillevast;C;Non
50087;50;Brix;C;Non
50088;50;Brouains;C;Non
50090;50;Buais-Les-Monts;C;Non
50092;50;Cambernon;C;Non
50093;50;Cametours;C;Non
50094;50;Camprond;C;Non
50095;50;Canisy;C;Non
50096;50;Canteloup;C;Non
50097;50;Canville-la-Rocque;C;Non
50098;50;Carantilly;C;Non
50099;50;Carentan-les-Marais;B2;Reclassement
50101;50;Carneville;C;Non
50102;50;Carolles;B2;Non
50105;50;Catteville;C;Non
50106;50;Cavigny;C;Non
50108;50;Céaux;C;Non
50109;50;Cérences;C;Non
50110;50;Cerisy-la-Forêt;C;Non
50111;50;Cerisy-la-Salle;C;Non
50112;50;La Chaise-Baudouin;C;Non
50115;50;Le Grippon;C;Non
50117;50;Champeaux;C;Non
50118;50;Champrepus;C;Non
50120;50;Chanteloup;C;Non
50121;50;La Chapelle-Cécelin;C;Non
50124;50;La Chapelle-Urée;C;Non
50126;50;Chavoy;C;Non
50129;50;Cherbourg-en-Cotentin;B1;Non
50130;50;Chérencé-le-Héron;C;Non
50135;50;Clitourps;C;Non
50137;50;La Colombe;C;Non
50138;50;Colomby;C;Non
50139;50;Condé-sur-Vire;B2;Reclassement
50142;50;Vicq-sur-Mer;C;Non
50143;50;Coudeville-sur-Mer;C;Non
50144;50;Coulouvray-Boisbenâtre;C;Non
50145;50;Courcy;C;Non
50146;50;Courtils;C;Non
50147;50;Coutances;C;Non
50148;50;Couvains;C;Non
50149;50;Couville;C;Non
50150;50;Crasville;C;Non
50151;50;Créances;C;Non
50152;50;Les Cresnays;C;Non
50155;50;Crollon;C;Non
50156;50;Crosville-sur-Douve;C;Non
50158;50;Cuves;C;Non
50159;50;Dangy;C;Non
50161;50;Le Dézert;C;Non
50162;50;Digosville;C;Non
50164;50;Domjean;C;Non
50165;50;Donville-les-Bains;B1;Non
50166;50;Doville;C;Non
50167;50;Dragey-Ronthon;C;Non
50168;50;Ducey-Les Chéris;C;Non
50169;50;Écausseville;C;Non
50172;50;Émondeville;C;Non
50174;50;Équilly;C;Non
50175;50;Éroudeville;C;Non
50176;50;L'Étang-Bertrand;C;Non
50177;50;Étienville;C;Non
50178;50;Fermanville;C;Non
50181;50;Feugères;C;Non
50182;50;La Feuillie;C;Non
50183;50;Fierville-les-Mines;C;Non
50184;50;Flamanville;C;Non
50185;50;Fleury;C;Non
50186;50;Flottemanville;C;Non
50188;50;Folligny;C;Non
50190;50;Fontenay-sur-Mer;C;Non
50192;50;Fourneaux;C;Non
50193;50;Le Fresne-Poret;C;Non
50194;50;Fresville;C;Non
50195;50;Gathemo;C;Non
50196;50;Gatteville-le-Phare;C;Non
50197;50;Gavray-sur-Sienne;C;Non
50198;50;Geffosses;C;Non
50199;50;Genêts;C;Non
50200;50;Ger;C;Non
50205;50;La Godefroy;C;Non
50207;50;Golleville;C;Non
50208;50;Gonfreville;C;Non
50209;50;Gonneville-Le Theil;C;Non
50210;50;Gorges;C;Non
50214;50;Gouvets;C;Non
50215;50;Gouville-sur-Mer;C;Non
50216;50;Graignes-Mesnil-Angot;C;Non
50217;50;Le Grand-Celland;C;Non
50218;50;Granville;B1;Non
50219;50;Gratot;C;Non
50221;50;Grimesnil;C;Non
50222;50;Grosville;C;Non
50225;50;Le Guislain;C;Non
50227;50;Le Ham;C;Non
50228;50;Hambye;C;Non
50229;50;Hamelin;C;Non
50230;50;Hardinvast;C;Non
50231;50;Hauteville-sur-Mer;C;Non
50232;50;Hauteville-la-Guichard;C;Non
50233;50;Hautteville-Bocage;C;Non
50234;50;La Haye-Bellefond;C;Non
50235;50;La Haye-d'Ectot;C;Non
50236;50;La Haye;C;Non
50237;50;La Haye-Pesnel;C;Non
50238;50;Héauville;C;Non
50239;50;Thèreval;C;Non
50240;50;Helleville;C;Non
50241;50;Hémevez;C;Non
50243;50;Heugueville-sur-Sienne;C;Non
50246;50;Hiesville;C;Non
50247;50;Hocquigny;C;Non
50251;50;Huberville;C;Non
50252;50;Hudimesnil;C;Non
50253;50;Huisnes-sur-Mer;C;Non
50256;50;Isigny-le-Buat;C;Non
50258;50;Joganville;C;Non
50259;50;Juilley;C;Non
50260;50;Juvigny les Vallées;C;Non
50261;50;Lamberville;C;Non
50262;50;La Lande-d'Airou;C;Non
50263;50;Lapenty;C;Non
50265;50;Laulne;C;Non
50266;50;Lengronne;C;Non
50267;50;Lessay;C;Non
50268;50;Lestre;C;Non
50269;50;Liesville-sur-Douve;C;Non
50270;50;Lieusaint;C;Non
50271;50;Lingeard;C;Non
50272;50;Tourneville-sur-Mer;C;Non
50273;50;Montsenelle;C;Non
50274;50;Les Loges-Marchis;C;Non
50275;50;Les Loges-sur-Brécey;C;Non
50276;50;Lolif;C;Non
50277;50;Longueville;B2;Non
50278;50;Le Loreur;C;Non
50279;50;Le Lorey;C;Non
50281;50;La Lucerne-d'Outremer;C;Non
50282;50;Le Luot;C;Non
50283;50;La Luzerne;C;Non
50285;50;Magneville;C;Non
50288;50;Marcey-les-Grèves;C;Non
50289;50;Marchésieux;C;Non
50290;50;Marcilly;C;Non
50291;50;Margueray;C;Non
50292;50;Marigny-Le-Lozon;C;Non
50294;50;Martinvast;B2;Non
50295;50;Maupertuis;C;Non
50296;50;Maupertus-sur-Mer;C;Non
50297;50;La Meauffe;C;Non
50298;50;Méautis;C;Non
50299;50;Le Mesnil;C;Non
50300;50;Le Mesnil-Adelée;C;Non
50302;50;Le Mesnil-Amey;C;Non
50304;50;Le Mesnil-Aubert;C;Non
50305;50;Le Mesnil-au-Val;C;Non
50310;50;Le Mesnil-Eury;C;Non
50311;50;Le Mesnil-Garnier;C;Non
50312;50;Le Mesnil-Gilbert;C;Non
50315;50;Le Mesnillard;C;Non
50317;50;Le Mesnil-Ozenne;C;Non
50321;50;Le Mesnil-Rouxelin;C;Non
50324;50;Le Mesnil-Véneron;C;Non
50326;50;Le Mesnil-Villeman;C;Non
50327;50;La Meurdraquière;C;Non
50328;50;Millières;C;Non
50332;50;Les Moitiers-d'Allonne;C;Non
50334;50;Montabot;C;Non
50335;50;Montaigu-la-Brisette;C;Non
50336;50;Montaigu-les-Bois;C;Non
50338;50;Montbray;C;Non
50340;50;Montcuit;C;Non
50341;50;Montebourg;C;Non
50342;50;Montfarville;C;Non
50345;50;Monthuchon;C;Non
50347;50;Montjoie-Saint-Martin;C;Non
50349;50;Montmartin-sur-Mer;C;Non
50350;50;Montpinchon;C;Non
50351;50;Montrabot;C;Non
50352;50;Montreuil-sur-Lozon;C;Non
50353;50;Le Mont-Saint-Michel;C;Non
50356;50;Moon-sur-Elle;C;Non
50357;50;Morigny;C;Non
50359;50;Mortain-Bocage;C;Non
50360;50;Morville;C;Non
50361;50;La Mouche;C;Non
50362;50;Moulines;C;Non
50363;50;Moyon Villages;C;Non
50364;50;Muneville-le-Bingard;C;Non
50365;50;Muneville-sur-Mer;C;Non
50368;50;Nay;C;Non
50369;50;Négreville;C;Non
50370;50;Néhou;C;Non
50371;50;Le Neufbourg;C;Non
50372;50;Neufmesnil;C;Non
50373;50;Neuville-au-Plain;C;Non
50374;50;Neuville-en-Beaumont;C;Non
50376;50;Nicorps;C;Non
50378;50;Notre-Dame-de-Cenilly;C;Non
50379;50;Notre-Dame-de-Livoye;C;Non
50382;50;Nouainville;C;Non
50384;50;Octeville-l'Avenel;C;Non
50387;50;Orglandes;C;Non
50388;50;Orval sur Sienne;C;Non
50389;50;Ouville;C;Non
50390;50;Ozeville;C;Non
50391;50;Grandparigny;C;Non
50393;50;Percy-en-Normandie;C;Non
50394;50;Périers;C;Non
50395;50;La Pernelle;C;Non
50397;50;Perriers-en-Beauficel;C;Non
50398;50;Le Perron;C;Non
50399;50;Le Petit-Celland;C;Non
50400;50;Picauville;C;Non
50401;50;Pierreville;C;Non
50402;50;Les Pieux;C;Non
50403;50;Pirou;C;Non
50405;50;Le Plessis-Lastelle;C;Non
50407;50;Poilley;C;Non
50408;50;Pontaubault;C;Non
50409;50;Pont-Hébert;C;Non
50410;50;Pontorson;C;Non
50411;50;Ponts;C;Non
50412;50;Port-Bail-sur-Mer;C;Non
50413;50;Précey;C;Non
50417;50;Quettehou;C;Non
50419;50;Quettreville-sur-Sienne;C;Non
50420;50;Quibou;C;Non
50421;50;Quinéville;C;Non
50422;50;Raids;C;Non
50423;50;Rampan;C;Non
50425;50;Rauville-la-Bigot;C;Non
50426;50;Rauville-la-Place;C;Non
50428;50;Reffuveille;C;Non
50429;50;Regnéville-sur-Mer;C;Non
50430;50;Reigneville-Bocage;C;Non
50431;50;Remilly Les Marais;C;Non
50433;50;Réville;C;Non
50435;50;Rocheville;C;Non
50436;50;Romagny Fontenay;C;Non
50437;50;Roncey;C;Non
50442;50;Le Rozel;C;Non
50443;50;Sacey;C;Non
50444;50;Saint-Amand-Villages;C;Non
50445;50;Saint-André-de-Bohon;C;Non
50446;50;Saint-André-de-l'Épine;C;Non
50447;50;Saint-Aubin-des-Préaux;C;Non
50448;50;Saint-Aubin-de-Terregatte;C;Non
50450;50;Saint-Barthélemy;C;Non
50451;50;Saint-Brice;C;Non
50452;50;Saint-Brice-de-Landelles;C;Non
50453;50;Sainte-Cécile;C;Non
50454;50;Saint-Christophe-du-Foc;C;Non
50455;50;Saint-Clair-sur-l'Elle;C;Non
50456;50;Saint-Clément-Rancoudray;C;Non
50457;50;Sainte-Colombe;C;Non
50461;50;Saint-Cyr;C;Non
50462;50;Saint-Cyr-du-Bailleul;C;Non
50463;50;Saint-Denis-le-Gast;C;Non
50464;50;Saint-Denis-le-Vêtu;C;Non
50467;50;Saint-Floxel;C;Non
50468;50;Saint-Fromond;C;Non
50469;50;Sainte-Geneviève;C;Non
50471;50;Saint-Georges-de-la-Rivière;C;Non
50472;50;Saint-Georges-de-Livoye;C;Non
50473;50;Saint-Georges-d'Elle;C;Non
50474;50;Saint-Georges-de-Rouelley;C;Non
50475;50;Saint-Georges-Montcocq;B2;Non
50476;50;Saint-Germain-d'Elle;C;Non
50478;50;Saint-Germain-de-Tournebut;C;Non
50479;50;Saint-Germain-de-Varreville;C;Non
50480;50;Saint-Germain-le-Gaillard;C;Non
50481;50;Saint-Germain-sur-Ay;C;Non
50482;50;Saint-Germain-sur-Sèves;C;Non
50483;50;Saint-Gilles;C;Non
50484;50;Saint-Hilaire-du-Harcouët;C;Non
50486;50;Saint-Jacques-de-Néhou;C;Non
50487;50;Saint-James;C;Non
50488;50;Saint-Jean-de-Daye;C;Non
50489;50;Saint-Jean-de-la-Haize;C;Non
50490;50;Saint-Jean-de-la-Rivière;C;Non
50491;50;Saint-Jean-de-Savigny;C;Non
50492;50;Saint-Jean-d'Elle;C;Non
50493;50;Saint-Jean-des-Champs;C;Non
50495;50;Saint-Jean-du-Corail-des-Bois;C;Non
50496;50;Saint-Jean-le-Thomas;C;Non
50498;50;Saint-Joseph;C;Non
50499;50;Saint-Laurent-de-Cuves;C;Non
50500;50;Saint-Laurent-de-Terregatte;C;Non
50502;50;Saint-Lô;B2;Non
50504;50;Saint-Louet-sur-Vire;C;Non
50505;50;Saint-Loup;C;Non
50506;50;Saint-Malo-de-la-Lande;C;Non
50507;50;Saint-Marcouf;C;Non
50509;50;Sainte-Marie-du-Mont;C;Non
50510;50;Saint-Martin-d'Aubigny;C;Non
50511;50;Saint-Martin-d'Audouville;C;Non
50512;50;Saint-Martin-de-Bonfossé;C;Non
50513;50;Saint-Martin-de-Cenilly;C;Non
50514;50;Chaulieu;C;Non
50517;50;Saint-Martin-de-Varreville;C;Non
50518;50;Saint-Martin-le-Bouillant;C;Non
50519;50;Saint-Martin-le-Gréard;C;Non
50521;50;Saint-Maur-des-Bois;C;Non
50522;50;Saint-Maurice-en-Cotentin;C;Non
50523;50;Sainte-Mère-Église;C;Non
50525;50;Saint-Michel-de-Montjoie;C;Non
50528;50;Saint-Nicolas-de-Pierrepont;C;Non
50529;50;Saint-Nicolas-des-Bois;C;Non
50531;50;Saint-Ovin;C;Non
50532;50;Saint-Pair-sur-Mer;B1;Non
50533;50;Saint-Patrice-de-Claids;C;Non
50535;50;Le Parc;C;Non
50536;50;Saint-Pierre-d'Arthéglise;C;Non
50537;50;Saint-Pierre-de-Coutances;C;Non
50538;50;Saint-Pierre-de-Semilly;C;Non
50539;50;Saint-Pierre-Église;C;Non
50540;50;Saint-Pierre-Langers;C;Non
50541;50;Saint-Planchers;C;Non
50542;50;Saint-Pois;C;Non
50543;50;Saint-Quentin-sur-le-Homme;C;Non
50546;50;Bourgvallées;C;Non
50548;50;Saint-Sauveur-de-Pierrepont;C;Non
50549;50;Saint-Sauveur-la-Pommeraye;C;Non
50550;50;Saint-Sauveur-Villages;C;Non
50551;50;Saint-Sauveur-le-Vicomte;C;Non
50552;50;Saint-Sébastien-de-Raids;C;Non
50553;50;Saint-Senier-de-Beuvron;C;Non
50554;50;Saint-Senier-sous-Avranches;C;Non
50556;50;Sainte-Suzanne-sur-Vire;C;Non
50562;50;Saint-Vaast-la-Hougue;C;Non
50563;50;Saint-Vigor-des-Monts;C;Non
50564;50;Terre-et-Marais;C;Non
50565;50;Sartilly-Baie-Bocage;C;Non
50567;50;Saussemesnil;C;Non
50568;50;Saussey;C;Non
50569;50;Savigny;C;Non
50570;50;Savigny-le-Vieux;C;Non
50571;50;Sébeville;C;Non
50572;50;Sénoville;C;Non
50574;50;Servon;C;Non
50575;50;Sideville;C;Non
50576;50;Siouville-Hague;C;Non
50577;50;Sortosville-en-Beaumont;C;Non
50578;50;Sortosville;C;Non
50579;50;Sottevast;C;Non
50580;50;Sotteville;C;Non
50582;50;Sourdeval;C;Non
50584;50;Subligny;C;Non
50585;50;Surtainville;C;Non
50587;50;Taillepied;C;Non
50588;50;Tamerville;C;Non
50589;50;Tanis;C;Non
50590;50;Le Tanu;C;Non
50591;50;Le Teilleul;C;Non
50592;50;Tessy-Bocage;C;Non
50593;50;Teurthéville-Bocage;C;Non
50594;50;Teurthéville-Hague;C;Non
50596;50;Théville;C;Non
50597;50;Tirepied-sur-Sée;C;Non
50598;50;Tocqueville;C;Non
50599;50;Tollevast;B2;Non
50601;50;Torigny-les-Villes;C;Non
50603;50;Tourville-sur-Sienne;C;Non
50604;50;Tréauville;C;Non
50606;50;Tribehou;C;Non
50607;50;La Trinité;C;Non
50609;50;Turqueville;C;Non
50610;50;Urville;C;Non
50612;50;Vains;C;Non
50613;50;Valcanville;C;Non
50615;50;Valognes;B2;Reclassement
50616;50;Le Val-Saint-Père;C;Non
50617;50;Varenguebec;C;Non
50618;50;Varouville;C;Non
50619;50;Le Vast;C;Non
50621;50;Vaudreville;C;Non
50624;50;La Vendelée;C;Non
50626;50;Ver;C;Non
50628;50;Vernix;C;Non
50629;50;Vesly;C;Non
50633;50;Le Vicel;C;Non
50634;50;Videcosville;C;Non
50637;50;Villebaudon;C;Non
50639;50;Villedieu-les-Poêles-Rouffigny;C;Non
50641;50;Villiers-Fossard;C;Non
50643;50;Virandeville;C;Non
50647;50;Yquelon;B2;Non
50648;50;Yvetot-Bocage;C;Non
51001;51;Ablancourt;C;Non
51002;51;Saint-Martin-d'Ablois;C;Non
51003;51;Aigny;C;Non
51004;51;Allemanche-Launay-et-Soyer;C;Non
51005;51;Allemant;C;Non
51006;51;Alliancelles;C;Non
51007;51;Ambonnay;C;Non
51008;51;Ambrières;C;Non
51009;51;Anglure;C;Non
51010;51;Angluzelles-et-Courcelles;C;Non
51012;51;Anthenay;C;Non
51013;51;Aougny;C;Non
51014;51;Arcis-le-Ponsart;C;Non
51015;51;Argers;C;Non
51016;51;Arrigny;C;Non
51017;51;Arzillières-Neuville;C;Non
51018;51;Athis;C;Non
51019;51;Aubérive;C;Non
51020;51;Aubilly;C;Non
51022;51;Aulnay-l'Aître;C;Non
51023;51;Aulnay-sur-Marne;C;Non
51025;51;Auménancourt;C;Non
51027;51;Auve;C;Non
51028;51;Avenay-Val-d'Or;C;Non
51029;51;Avize;C;Non
51030;51;Aÿ-Champagne;B2;Non
51031;51;Baconnes;C;Non
51032;51;Bagneux;C;Non
51033;51;Le Baizil;C;Non
51034;51;Bannay;C;Non
51035;51;Bannes;C;Non
51036;51;Barbonne-Fayel;C;Non
51037;51;Baslieux-lès-Fismes;C;Non
51038;51;Baslieux-sous-Châtillon;C;Non
51039;51;Bassu;C;Non
51040;51;Bassuet;C;Non
51041;51;Baudement;C;Non
51042;51;Baye;C;Non
51043;51;Bazancourt;C;Non
51044;51;Beaumont-sur-Vesle;C;Non
51045;51;Beaunay;C;Non
51046;51;Beine-Nauroy;C;Non
51047;51;Belval-en-Argonne;C;Non
51048;51;Belval-sous-Châtillon;C;Non
51049;51;Bergères-lès-Vertus;C;Non
51050;51;Bergères-sous-Montmirail;C;Non
51051;51;Berméricourt;C;Non
51052;51;Berru;C;Non
51053;51;Berzieux;C;Non
51054;51;Bétheniville;C;Non
51055;51;Bétheny;B1;Non
51056;51;Bethon;C;Non
51057;51;Bettancourt-la-Longue;C;Non
51058;51;Bezannes;B1;Non
51059;51;Bignicourt-sur-Marne;C;Non
51060;51;Bignicourt-sur-Saulx;C;Non
51061;51;Billy-le-Grand;C;Non
51062;51;Binarville;C;Non
51065;51;Blacy;C;Non
51066;51;Blaise-sous-Arzillières;C;Non
51068;51;Blesme;C;Non
51069;51;Bligny;C;Non
51070;51;Boissy-le-Repos;C;Non
51071;51;Bouchy-Saint-Genest;C;Non
51072;51;Bouilly;C;Non
51073;51;Bouleuse;C;Non
51074;51;Boult-sur-Suippe;C;Non
51075;51;Bourgogne-Fresne;C;Non
51076;51;Boursault;C;Non
51077;51;Bouvancourt;C;Non
51078;51;Bouy;C;Non
51079;51;Bouzy;C;Non
51080;51;Brandonvillers;C;Non
51081;51;Branscourt;C;Non
51082;51;Braux-Sainte-Cohière;C;Non
51083;51;Braux-Saint-Remy;C;Non
51084;51;Bréban;C;Non
51085;51;Le Breuil;C;Non
51086;51;Breuil-sur-Vesle;C;Non
51087;51;Breuvery-sur-Coole;C;Non
51088;51;Brimont;C;Non
51089;51;Brouillet;C;Non
51090;51;Broussy-le-Grand;C;Non
51091;51;Broussy-le-Petit;C;Non
51092;51;Broyes;C;Non
51093;51;Brugny-Vaudancourt;C;Non
51094;51;Brusson;C;Non
51095;51;Le Buisson;C;Non
51097;51;Bussy-le-Château;C;Non
51098;51;Bussy-le-Repos;C;Non
51099;51;Bussy-Lettrée;C;Non
51100;51;La Caure;C;Non
51101;51;Caurel;C;Non
51102;51;Cauroy-lès-Hermonville;C;Non
51103;51;La Celle-sous-Chantemerle;C;Non
51104;51;Cernay-en-Dormois;C;Non
51105;51;Cernay-lès-Reims;C;Non
51106;51;Cernon;C;Non
51107;51;Chaintrix-Bierges;C;Non
51108;51;Châlons-en-Champagne;B2;Non
51109;51;Châlons-sur-Vesle;C;Non
51110;51;Chaltrait;C;Non
51111;51;Chambrecy;C;Non
51112;51;Chamery;C;Non
51113;51;Champaubert;C;Non
51115;51;Champfleury;C;Non
51116;51;Champguyon;C;Non
51117;51;Champigneul-Champagne;C;Non
51118;51;Champigny;C;Non
51119;51;Champillon;C;Non
51120;51;Champlat-et-Boujacourt;C;Non
51121;51;Champvoisy;C;Non
51122;51;Changy;C;Non
51124;51;Chantemerle;C;Non
51125;51;Chapelaine;C;Non
51126;51;La Chapelle-Felcourt;C;Non
51127;51;La Chapelle-Lasson;C;Non
51128;51;La Chapelle-sous-Orbais;C;Non
51129;51;Charleville;C;Non
51130;51;Charmont;C;Non
51132;51;Les Charmontois;C;Non
51133;51;Le Châtelier;C;Non
51134;51;Châtelraould-Saint-Louvent;C;Non
51135;51;Châtillon-sur-Broué;C;Non
51136;51;Châtillon-sur-Marne;C;Non
51137;51;Châtillon-sur-Morin;C;Non
51138;51;Châtrices;C;Non
51139;51;Chaudefontaine;C;Non
51140;51;Chaumuzy;C;Non
51141;51;La Chaussée-sur-Marne;C;Non
51142;51;Chavot-Courcourt;C;Non
51143;51;Le Chemin;C;Non
51144;51;Cheminon;C;Non
51145;51;Chenay;C;Non
51146;51;Cheniers;C;Non
51147;51;La Cheppe;C;Non
51148;51;Cheppes-la-Prairie;C;Non
51149;51;Chepy;C;Non
51150;51;Cherville;C;Non
51151;51;Chichey;C;Non
51152;51;Chigny-les-Roses;C;Non
51153;51;Chouilly;C;Non
51154;51;Clamanges;C;Non
51155;51;Clesles;C;Non
51156;51;Cloyes-sur-Marne;C;Non
51157;51;Coizard-Joches;C;Non
51158;51;Val-des-Marais;C;Non
51160;51;Compertrix;B2;Non
51161;51;Condé-sur-Marne;C;Non
51162;51;Conflans-sur-Seine;C;Non
51163;51;Congy;C;Non
51164;51;Connantray-Vaurefroy;C;Non
51165;51;Connantre;C;Non
51166;51;Contault;C;Non
51167;51;Coole;C;Non
51168;51;Coolus;B2;Non
51169;51;Corbeil;C;Non
51170;51;Corfélix;C;Non
51171;51;Cormicy;C;Non
51172;51;Cormontreuil;B1;Non
51173;51;Cormoyeux;C;Non
51174;51;Corribert;C;Non
51175;51;Corrobert;C;Non
51176;51;Corroy;C;Non
51177;51;Coulommes-la-Montagne;C;Non
51178;51;Coupetz;C;Non
51179;51;Coupéville;C;Non
51181;51;Courcelles-Sapicourt;C;Non
51182;51;Courcemain;C;Non
51183;51;Courcy;C;Non
51184;51;Courdemanges;C;Non
51185;51;Courgivaux;C;Non
51186;51;Courjeonnet;C;Non
51187;51;Courlandon;C;Non
51188;51;Courmas;C;Non
51190;51;Courtagnon;C;Non
51191;51;Courtémont;C;Non
51192;51;Courthiézy;C;Non
51193;51;Courtisols;C;Non
51194;51;Courville;C;Non
51195;51;Couvrot;C;Non
51196;51;Cramant;C;Non
51197;51;La Croix-en-Champagne;C;Non
51198;51;Crugny;C;Non
51199;51;Cuchery;C;Non
51200;51;Cuis;C;Non
51201;51;Cuisles;C;Non
51202;51;Cumières;C;Non
51203;51;Cuperly;C;Non
51204;51;Damery;C;Non
51206;51;Dampierre-le-Château;C;Non
51208;51;Dampierre-sur-Moivre;C;Non
51210;51;Dizy;B2;Non
51211;51;Dommartin-Dampierre;C;Non
51212;51;Dommartin-Lettrée;C;Non
51213;51;Dommartin-sous-Hans;C;Non
51214;51;Dommartin-Varimont;C;Non
51215;51;Dompremy;C;Non
51216;51;Dontrien;C;Non
51217;51;Dormans;C;Non
51218;51;Val-de-Vière;C;Non
51219;51;Drosnay;C;Non
51220;51;Drouilly;C;Non
51222;51;Éclaires;C;Non
51223;51;Écollemont;C;Non
51224;51;Écriennes;C;Non
51225;51;Écueil;C;Non
51226;51;Écury-le-Repos;C;Non
51227;51;Écury-sur-Coole;C;Non
51228;51;Élise-Daucourt;C;Non
51229;51;Épense;C;Non
51230;51;Épernay;B2;Non
51231;51;L'Épine;B2;Non
51232;51;Époye;C;Non
51233;51;Escardes;C;Non
51234;51;Esclavolles-Lurey;C;Non
51235;51;Les Essarts-lès-Sézanne;C;Non
51236;51;Les Essarts-le-Vicomte;C;Non
51237;51;Esternay;C;Non
51238;51;Étoges;C;Non
51239;51;Étréchy;C;Non
51240;51;Étrepy;C;Non
51241;51;Euvy;C;Non
51242;51;Fagnières;B2;Non
51243;51;Faux-Fresnay;C;Non
51244;51;Faux-Vésigneul;C;Non
51245;51;Faverolles-et-Coëmy;C;Non
51246;51;Favresse;C;Non
51247;51;Fèrebrianges;C;Non
51248;51;Fère-Champenoise;C;Non
51249;51;Festigny;C;Non
51250;51;Fismes;C;Non
51251;51;Flavigny;C;Non
51252;51;Fleury-la-Rivière;C;Non
51253;51;Florent-en-Argonne;C;Non
51254;51;Fontaine-Denis-Nuisy;C;Non
51255;51;Fontaine-en-Dormois;C;Non
51256;51;Fontaine-sur-Ay;C;Non
51258;51;La Forestière;C;Non
51259;51;Francheville;C;Non
51260;51;Le Fresne;C;Non
51262;51;Frignicourt;C;Non
51263;51;Fromentières;C;Non
51264;51;Le Gault-Soigny;C;Non
51265;51;Gaye;C;Non
51266;51;Germaine;C;Non
51267;51;Germigny;C;Non
51268;51;Germinon;C;Non
51269;51;Giffaumont-Champaubert;C;Non
51270;51;Gigny-Bussy;C;Non
51272;51;Givry-en-Argonne;C;Non
51273;51;Givry-lès-Loisy;C;Non
51274;51;Gizaucourt;C;Non
51275;51;Glannes;C;Non
51276;51;Gourgançon;C;Non
51277;51;Sainte-Marie-du-Lac-Nuisement;C;Non
51278;51;Les Grandes-Loges;C;Non
51279;51;Granges-sur-Aube;C;Non
51280;51;Gratreuil;C;Non
51281;51;Grauves;C;Non
51282;51;Gueux;C;Non
51283;51;Hans;C;Non
51284;51;Haussignémont;C;Non
51285;51;Haussimont;C;Non
51286;51;Hauteville;C;Non
51287;51;Hautvillers;C;Non
