CODGEO;DEP;LIBGEO;Zonage en vigueur depuis le 5 septembre 2025;Reclassement 5 septembre 2025
19106;19;Lapleau;C;Non
19107;19;Larche;B2;Non
19108;19;Laroche-près-Feyt;C;Non
19109;19;Lascaux;C;Non
19110;19;Latronche;C;Non
19111;19;Laval-sur-Luzège;C;Non
19112;19;Lestards;C;Non
19113;19;Liginiac;C;Non
19114;19;Lignareix;C;Non
19115;19;Ligneyrac;C;Non
19116;19;Liourdres;C;Non
19117;19;Lissac-sur-Couze;C;Non
19118;19;Le Lonzac;C;Non
19119;19;Lostanges;C;Non
19120;19;Louignac;C;Non
19121;19;Lubersac;C;Non
19122;19;Madranges;C;Non
19123;19;Malemort;B1;Non
19124;19;Mansac;C;Non
19125;19;Marcillac-la-Croisille;C;Non
19126;19;Marcillac-la-Croze;C;Non
19128;19;Margerides;C;Non
19129;19;Masseret;C;Non
19130;19;Maussac;C;Non
19131;19;Meilhards;C;Non
19132;19;Ménoire;C;Non
19133;19;Mercœur;C;Non
19134;19;Merlines;C;Non
19135;19;Mestes;C;Non
19136;19;Meymac;C;Non
19137;19;Meyrignac-l'Église;C;Non
19138;19;Meyssac;C;Non
19139;19;Millevaches;C;Non
19140;19;Monceaux-sur-Dordogne;C;Non
19141;19;Monestier-Merlines;C;Non
19142;19;Monestier-Port-Dieu;C;Non
19143;19;Montaignac-sur-Doustre;C;Non
19144;19;Montgibaud;C;Non
19145;19;Moustier-Ventadour;C;Non
19146;19;Naves;C;Non
19147;19;Nespouls;C;Non
19148;19;Neuvic;C;Non
19149;19;Neuville;C;Non
19150;19;Noailhac;C;Non
19151;19;Noailles;C;Non
19152;19;Nonards;C;Non
19153;19;Objat;C;Non
19154;19;Orgnac-sur-Vézère;C;Non
19155;19;Orliac-de-Bar;C;Non
19156;19;Palazinges;C;Non
19157;19;Palisse;C;Non
19158;19;Pandrignes;C;Non
19159;19;Péret-Bel-Air;C;Non
19160;19;Pérols-sur-Vézère;C;Non
19161;19;Perpezac-le-Blanc;C;Non
19162;19;Perpezac-le-Noir;C;Non
19163;19;Le Pescher;C;Non
19164;19;Peyrelevade;C;Non
19165;19;Peyrissac;C;Non
19166;19;Pierrefitte;C;Non
19167;19;Confolent-Port-Dieu;C;Non
19168;19;Pradines;C;Non
19169;19;Puy-d'Arnac;C;Non
19170;19;Queyssac-les-Vignes;C;Non
19171;19;Reygade;C;Non
19172;19;Rilhac-Treignac;C;Non
19173;19;Rilhac-Xaintrie;C;Non
19174;19;La Roche-Canillac;C;Non
19175;19;Roche-le-Peyroux;C;Non
19176;19;Rosiers-d'Égletons;C;Non
19177;19;Rosiers-de-Juillac;C;Non
19178;19;Sadroc;C;Non
19179;19;Saillac;C;Non
19180;19;Saint-Angel;C;Non
19181;19;Saint-Augustin;C;Non
19182;19;Saint-Aulaire;C;Non
19184;19;Saint-Bazile-de-Meyssac;C;Non
19186;19;Saint-Bonnet-Elvert;C;Non
19187;19;Saint-Bonnet-la-Rivière;C;Non
19188;19;Saint-Bonnet-l'Enfantier;C;Non
19189;19;Saint-Bonnet-les-Tours-de-Merle;C;Non
19190;19;Saint-Bonnet-près-Bort;C;Non
19191;19;Saint-Cernin-de-Larche;C;Non
19192;19;Saint-Chamant;C;Non
19193;19;Saint-Cirgues-la-Loutre;C;Non
19194;19;Saint-Clément;C;Non
19195;19;Saint-Cyprien;C;Non
19196;19;Saint-Cyr-la-Roche;C;Non
19198;19;Saint-Éloy-les-Tuileries;C;Non
19199;19;Saint-Étienne-aux-Clos;C;Non
19200;19;Saint-Étienne-la-Geneste;C;Non
19201;19;Saint-Exupéry-les-Roches;C;Non
19202;19;Sainte-Féréole;C;Non
19203;19;Sainte-Fortunade;C;Non
19204;19;Saint-Fréjoux;C;Non
19205;19;Saint-Geniez-ô-Merle;C;Non
19206;19;Saint-Germain-Lavolps;C;Non
19207;19;Saint-Germain-les-Vergnes;C;Non
19208;19;Saint-Hilaire-Foissac;C;Non
19209;19;Saint-Hilaire-les-Courbes;C;Non
19210;19;Saint-Hilaire-Luc;C;Non
19211;19;Saint-Hilaire-Peyroux;C;Non
19212;19;Saint-Hilaire-Taurieux;C;Non
19213;19;Saint-Jal;C;Non
19214;19;Saint-Julien-aux-Bois;C;Non
19215;19;Saint-Julien-le-Pèlerin;C;Non
19216;19;Saint-Julien-le-Vendômois;C;Non
19217;19;Saint-Julien-Maumont;C;Non
19219;19;Sainte-Marie-Lapanouze;C;Non
19220;19;Saint-Martial-de-Gimel;C;Non
19221;19;Saint-Martial-Entraygues;C;Non
19222;19;Saint-Martin-la-Méanne;C;Non
19225;19;Saint-Merd-de-Lapleau;C;Non
19226;19;Saint-Merd-les-Oussines;C;Non
19227;19;Saint-Mexant;C;Non
19228;19;Saint-Pantaléon-de-Lapleau;C;Non
19229;19;Saint-Pantaléon-de-Larche;B1;Non
19231;19;Saint-Pardoux-la-Croisille;C;Non
19232;19;Saint-Pardoux-le-Neuf;C;Non
19233;19;Saint-Pardoux-le-Vieux;C;Non
19234;19;Saint-Pardoux-l'Ortigier;C;Non
19235;19;Saint-Paul;C;Non
19236;19;Saint-Priest-de-Gimel;C;Non
19237;19;Saint-Privat;C;Non
19238;19;Saint-Rémy;C;Non
19239;19;Saint-Robert;C;Non
19240;19;Saint-Salvadour;C;Non
19241;19;Saint-Setiers;C;Non
19242;19;Saint-Solve;C;Non
19243;19;Saint-Sornin-Lavolps;C;Non
19244;19;Saint-Sulpice-les-Bois;C;Non
19245;19;Saint-Sylvain;C;Non
19246;19;Saint-Viance;C;Non
19247;19;Saint-Victour;C;Non
19248;19;Les Trois-Saints;C;Non
19249;19;Saint-Yrieix-le-Déjalat;C;Non
19250;19;Salon-la-Tour;C;Non
19251;19;Sarran;C;Non
19252;19;Sarroux - Saint Julien;C;Non
19253;19;Segonzac;C;Non
19254;19;Ségur-le-Château;C;Non
19255;19;Seilhac;C;Non
19256;19;Sérandon;C;Non
19257;19;Sérilhac;C;Non
19258;19;Servières-le-Château;C;Non
19259;19;Sexcles;C;Non
19260;19;Sioniac;C;Non
19261;19;Sornac;C;Non
19262;19;Soudaine-Lavinadière;C;Non
19263;19;Soudeilles;C;Non
19264;19;Soursac;C;Non
19265;19;Tarnac;C;Non
19266;19;Thalamy;C;Non
19268;19;Toy-Viam;C;Non
19269;19;Treignac;C;Non
19270;19;Troche;C;Non
19271;19;Tudeils;C;Non
19272;19;Tulle;C;Non
19273;19;Turenne;C;Non
19274;19;Ussac;B1;Non
19275;19;Ussel;C;Non
19276;19;Uzerche;C;Non
19277;19;Valiergues;C;Non
19278;19;Varetz;C;Non
19279;19;Vars-sur-Roseix;C;Non
19280;19;Végennes;C;Non
19281;19;Veix;C;Non
19283;19;Veyrières;C;Non
19284;19;Viam;C;Non
19285;19;Vigeois;C;Non
19286;19;Vignols;C;Non
19287;19;Vitrac-sur-Montane;C;Non
19288;19;Voutezac;C;Non
19289;19;Yssandon;C;Non
21001;21;Agencourt;C;Non
21002;21;Agey;C;Non
21003;21;Ahuy;B1;Non
21004;21;Aignay-le-Duc;C;Non
21005;21;Aiserey;C;Non
21006;21;Aisey-sur-Seine;C;Non
21007;21;Aisy-sous-Thil;C;Non
21008;21;Alise-Sainte-Reine;C;Non
21009;21;Allerey;C;Non
21010;21;Aloxe-Corton;C;Non
21011;21;Ampilly-les-Bordes;C;Non
21012;21;Ampilly-le-Sec;C;Non
21013;21;Ancey;C;Non
21014;21;Antheuil;C;Non
21015;21;Antigny-la-Ville;C;Non
21016;21;Arceau;C;Non
21017;21;Arcenant;C;Non
21018;21;Arcey;C;Non
21020;21;Arconcey;C;Non
21021;21;Arc-sur-Tille;C;Non
21022;21;Argilly;C;Non
21023;21;Arnay-le-Duc;C;Non
21024;21;Arnay-sous-Vitteaux;C;Non
21025;21;Arrans;C;Non
21026;21;Asnières-en-Montagne;C;Non
21027;21;Asnières-lès-Dijon;C;Non
21028;21;Athée;C;Non
21029;21;Athie;C;Non
21030;21;Aubaine;C;Non
21031;21;Aubigny-en-Plaine;C;Non
21032;21;Aubigny-la-Ronce;C;Non
21033;21;Aubigny-lès-Sombernon;C;Non
21034;21;Autricourt;C;Non
21035;21;Auvillars-sur-Saône;C;Non
21036;21;Auxant;C;Non
21037;21;Auxey-Duresses;C;Non
21038;21;Auxonne;C;Non
21039;21;Avelanges;C;Non
21040;21;Avosnes;C;Non
21041;21;Avot;C;Non
21042;21;Bagnot;C;Non
21043;21;Baigneux-les-Juifs;C;Non
21044;21;Balot;C;Non
21045;21;Barbirey-sur-Ouche;C;Non
21046;21;Bard-le-Régulier;C;Non
21047;21;Bard-lès-Époisses;C;Non
21048;21;Barges;C;Non
21049;21;Barjon;C;Non
21050;21;Baubigny;C;Non
21051;21;Baulme-la-Roche;C;Non
21052;21;Beaulieu;C;Non
21053;21;Beaumont-sur-Vingeanne;C;Non
21054;21;Beaune;B2;Non
21055;21;Beaunotte;C;Non
21056;21;Beire-le-Châtel;C;Non
21057;21;Beire-le-Fort;C;Non
21058;21;Belan-sur-Ource;C;Non
21059;21;Bellefond;C;Non
21060;21;Belleneuve;C;Non
21061;21;Bellenod-sur-Seine;C;Non
21062;21;Bellenot-sous-Pouilly;C;Non
21063;21;Beneuvre;C;Non
21064;21;Benoisey;C;Non
21065;21;Bessey-en-Chaume;C;Non
21066;21;Bessey-la-Cour;C;Non
21067;21;Bessey-lès-Cîteaux;C;Non
21068;21;Beurey-Bauguay;C;Non
21069;21;Beurizot;C;Non
21070;21;Bévy;C;Non
21071;21;Bèze;C;Non
21072;21;Bézouotte;C;Non
21074;21;Billey;C;Non
21075;21;Billy-lès-Chanceaux;C;Non
21076;21;Binges;C;Non
21077;21;Bissey-la-Côte;C;Non
21078;21;Bissey-la-Pierre;C;Non
21079;21;Blagny-sur-Vingeanne;C;Non
21080;21;Blaisy-Bas;C;Non
21081;21;Blaisy-Haut;C;Non
21082;21;Blancey;C;Non
21083;21;Blanot;C;Non
21084;21;Source-Seine;C;Non
21085;21;Bligny-le-Sec;C;Non
21086;21;Bligny-lès-Beaune;C;Non
21087;21;Bligny-sur-Ouche;C;Non
21088;21;Boncourt-le-Bois;C;Non
21089;21;Bonnencontre;C;Non
21090;21;Boudreville;C;Non
21091;21;Bouhey;C;Non
21092;21;Bouilland;C;Non
21093;21;Bouix;C;Non
21094;21;Bourberain;C;Non
21095;21;Bousselange;C;Non
21096;21;Boussenois;C;Non
21097;21;Boussey;C;Non
21098;21;Boux-sous-Salmaise;C;Non
21099;21;Bouze-lès-Beaune;C;Non
21100;21;Brain;C;Non
21101;21;Braux;C;Non
21102;21;Brazey-en-Morvan;C;Non
21103;21;Brazey-en-Plaine;C;Non
21104;21;Brémur-et-Vaurois;C;Non
21105;21;Bressey-sur-Tille;B1;Reclassement
21106;21;Bretenière;B1;Reclassement
21107;21;Bretigny;C;Non
21108;21;Brianny;C;Non
21109;21;Brion-sur-Ource;C;Non
21110;21;Brochon;C;Non
21111;21;Brognon;C;Non
21112;21;Broin;C;Non
21113;21;Broindon;C;Non
21114;21;Buffon;C;Non
21115;21;Buncey;C;Non
21116;21;Bure-les-Templiers;C;Non
21117;21;Busseaut;C;Non
21118;21;Busserotte-et-Montenaille;C;Non
21119;21;Bussières;C;Non
21120;21;La Bussière-sur-Ouche;C;Non
21121;21;Bussy-la-Pesle;C;Non
21122;21;Bussy-le-Grand;C;Non
21123;21;Buxerolles;C;Non
21124;21;Censerey;C;Non
21125;21;Cérilly;C;Non
21126;21;Cessey-sur-Tille;C;Non
21127;21;Chaignay;C;Non
21128;21;Chailly-sur-Armançon;C;Non
21129;21;Chambain;C;Non
21130;21;Chambeire;C;Non
21131;21;Chamblanc;C;Non
21132;21;Chambœuf;C;Non
21133;21;Chambolle-Musigny;C;Non
21134;21;Chamesson;C;Non
21135;21;Champagne-sur-Vingeanne;C;Non
21136;21;Champagny;C;Non
21137;21;Champ-d'Oiseau;C;Non
21138;21;Champdôtre;C;Non
21139;21;Champeau-en-Morvan;C;Non
21140;21;Champignolles;C;Non
21141;21;Champrenault;C;Non
21142;21;Chanceaux;C;Non
21143;21;Channay;C;Non
21144;21;Charencey;C;Non
21145;21;Charigny;C;Non
21146;21;Charmes;C;Non
21147;21;Charny;C;Non
21148;21;Charrey-sur-Saône;C;Non
21149;21;Charrey-sur-Seine;C;Non
21150;21;Chassagne-Montrachet;C;Non
21151;21;Chassey;C;Non
21152;21;Châteauneuf;C;Non
21153;21;Châtellenot;C;Non
21154;21;Châtillon-sur-Seine;C;Non
21155;21;Chaudenay-la-Ville;C;Non
21156;21;Chaudenay-le-Château;C;Non
21157;21;Chaugey;C;Non
21158;21;Chaume-et-Courchamp;C;Non
21159;21;La Chaume;C;Non
21160;21;Chaume-lès-Baigneux;C;Non
21161;21;Chaumont-le-Bois;C;Non
21162;21;Chaux;C;Non
21163;21;Chazeuil;C;Non
21164;21;Chazilly;C;Non
21165;21;Chemin-d'Aisey;C;Non
21166;21;Chenôve;B1;Non
21167;21;Cheuge;C;Non
21168;21;Chevannay;C;Non
21169;21;Chevannes;C;Non
21170;21;Chevigny-en-Valière;C;Non
21171;21;Chevigny-Saint-Sauveur;B1;Non
21172;21;Chivres;C;Non
21173;21;Chorey-les-Beaune;C;Non
21175;21;Cirey-lès-Pontailler;C;Non
21176;21;Civry-en-Montagne;C;Non
21177;21;Clamerey;C;Non
21178;21;Valforêt;C;Non
21179;21;Clénay;C;Non
21180;21;Cléry;C;Non
21181;21;Clomot;C;Non
21182;21;Collonges-lès-Bévy;C;Non
21183;21;Collonges-et-Premières;C;Non
21184;21;Colombier;C;Non
21185;21;Combertault;C;Non
21186;21;Comblanchien;C;Non
21187;21;Commarin;C;Non
21189;21;Corberon;C;Non
21190;21;Corcelles-les-Arts;C;Non
21191;21;Corcelles-lès-Cîteaux;C;Non
21192;21;Corcelles-les-Monts;B1;Reclassement
21193;21;Corgengoux;C;Non
21194;21;Corgoloin;C;Non
21195;21;Cormot-Vauchignon;C;Non
21196;21;Corpeau;C;Non
21197;21;Corpoyer-la-Chapelle;C;Non
21198;21;Corrombles;C;Non
21199;21;Corsaint;C;Non
21200;21;Couchey;C;Non
21201;21;Coulmier-le-Sec;C;Non
21202;21;Courban;C;Non
21203;21;Courcelles-Frémoy;C;Non
21204;21;Courcelles-lès-Montbard;C;Non
21205;21;Courcelles-lès-Semur;C;Non
21207;21;Courlon;C;Non
21208;21;Courtivron;C;Non
21209;21;Couternon;C;Non
21210;21;Créancey;C;Non
21211;21;Crécey-sur-Tille;C;Non
21212;21;Crépand;C;Non
21214;21;Crugey;C;Non
21215;21;Cuiserey;C;Non
21216;21;Culètre;C;Non
21217;21;Curley;C;Non
21218;21;Curtil-Saint-Seine;C;Non
21219;21;Curtil-Vergy;C;Non
21220;21;Cussey-les-Forges;C;Non
21221;21;Cussy-la-Colonne;C;Non
21222;21;Cussy-le-Châtel;C;Non
21223;21;Daix;B1;Non
21224;21;Dampierre-en-Montagne;C;Non
21225;21;Dampierre-et-Flée;C;Non
21226;21;Darcey;C;Non
21227;21;Darois;C;Non
21228;21;Détain-et-Bruant;C;Non
21229;21;Diancey;C;Non
21230;21;Diénay;C;Non
21231;21;Dijon;B1;Non
21232;21;Dompierre-en-Morvan;C;Non
21233;21;Drambon;C;Non
21234;21;Drée;C;Non
21235;21;Duesme;C;Non
21236;21;Ébaty;C;Non
21237;21;Échalot;C;Non
21238;21;Échannay;C;Non
21239;21;Échenon;C;Non
21240;21;Échevannes;C;Non
21241;21;Échevronne;C;Non
21242;21;Échigey;C;Non
21243;21;Écutigny;C;Non
21244;21;Éguilly;C;Non
21245;21;Épagny;C;Non
21246;21;Épernay-sous-Gevrey;C;Non
21247;21;Époisses;C;Non
21248;21;Éringes;C;Non
21249;21;Esbarres;C;Non
21250;21;Essarois;C;Non
21251;21;Essey;C;Non
21252;21;Étais;C;Non
21253;21;Étalante;C;Non
21254;21;L'Étang-Vergy;C;Non
21255;21;Étaules;C;Non
21256;21;Étevaux;C;Non
21257;21;Étormay;C;Non
21258;21;Étrochey;C;Non
21259;21;Fain-lès-Montbard;C;Non
21260;21;Fain-lès-Moutiers;C;Non
21261;21;Fauverney;C;Non
21262;21;Faverolles-lès-Lucey;C;Non
21263;21;Fénay;B1;Reclassement
21264;21;Le Fête;C;Non
21265;21;Fixin;C;Non
21266;21;Flacey;C;Non
21267;21;Flagey-Echézeaux;C;Non
21268;21;Flagey-lès-Auxonne;C;Non
21269;21;Flammerans;C;Non
21270;21;Flavignerot;B1;Reclassement
21271;21;Flavigny-sur-Ozerain;C;Non
21272;21;Le Val-Larrey;C;Non
21273;21;Fleurey-sur-Ouche;C;Non
21274;21;Foissy;C;Non
21275;21;Foncegrive;C;Non
21276;21;Fontaines-en-Duesmois;C;Non
21277;21;Fontaine-Française;C;Non
21278;21;Fontaine-lès-Dijon;B1;Non
21279;21;Fontaines-les-Sèches;C;Non
21280;21;Fontangy;C;Non
21281;21;Fontenelle;C;Non
21282;21;Forléans;C;Non
21283;21;Fraignot-et-Vesvrotte;C;Non
21284;21;Francheville;C;Non
21285;21;Franxault;C;Non
21286;21;Frénois;C;Non
21287;21;Fresnes;C;Non
21288;21;Frôlois;C;Non
21289;21;Fussey;C;Non
21290;21;Gemeaux;C;Non
21291;21;Genay;C;Non
21292;21;Genlis;C;Non
21293;21;Gergueil;C;Non
21294;21;Gerland;C;Non
21295;21;Gevrey-Chambertin;C;Non
21296;21;Gevrolles;C;Non
21297;21;Gilly-lès-Cîteaux;C;Non
21298;21;Gissey-le-Vieil;C;Non
21299;21;Gissey-sous-Flavigny;C;Non
21300;21;Gissey-sur-Ouche;C;Non
21301;21;Glanon;C;Non
21302;21;Gomméville;C;Non
21303;21;Les Goulles;C;Non
21304;21;Grancey-le-Château-Neuvelle;C;Non
21305;21;Grancey-sur-Ource;C;Non
21306;21;Grenant-lès-Sombernon;C;Non
21307;21;Grésigny-Sainte-Reine;C;Non
21308;21;Grignon;C;Non
21309;21;Griselles;C;Non
21310;21;Grosbois-en-Montagne;C;Non
21311;21;Grosbois-lès-Tichey;C;Non
21312;21;Gurgy-la-Ville;C;Non
21313;21;Gurgy-le-Château;C;Non
21314;21;Hauteroche;C;Non
21315;21;Hauteville-lès-Dijon;B1;Reclassement
21316;21;Heuilley-sur-Saône;C;Non
21317;21;Is-sur-Tille;C;Non
21319;21;Izeure;C;Non
21320;21;Izier;C;Non
21321;21;Jailly-les-Moulins;C;Non
21322;21;Jallanges;C;Non
21323;21;Jancigny;C;Non
21324;21;Jeux-lès-Bard;C;Non
21325;21;Jouey;C;Non
21326;21;Jours-lès-Baigneux;C;Non
21327;21;Val-Mont;C;Non
21328;21;Juillenay;C;Non
21329;21;Juilly;C;Non
21330;21;Labergement-Foigney;C;Non
21331;21;Labergement-lès-Auxonne;C;Non
21332;21;Labergement-lès-Seurre;C;Non
21333;21;Labruyère;C;Non
21334;21;Lacanche;C;Non
21335;21;Lacour-d'Arcenay;C;Non
21336;21;Laignes;C;Non
21337;21;Lamarche-sur-Saône;C;Non
21338;21;Lamargelle;C;Non
21339;21;Lantenay;C;Non
21340;21;Lanthes;C;Non
21341;21;Lantilly;C;Non
21342;21;Laperrière-sur-Saône;C;Non
21343;21;Larrey;C;Non
21344;21;Lechâtelet;C;Non
21345;21;Léry;C;Non
21346;21;Leuglay;C;Non
21347;21;Levernois;C;Non
21348;21;Licey-sur-Vingeanne;C;Non
21349;21;Liernais;C;Non
21350;21;Lignerolles;C;Non
21351;21;Longchamp;C;Non
21352;21;Longeault-Pluvault;C;Non
21353;21;Longecourt-en-Plaine;C;Non
21354;21;Longecourt-lès-Culêtre;C;Non
21355;21;Longvic;B1;Non
21356;21;Losne;C;Non
21357;21;Louesme;C;Non
21358;21;Lucenay-le-Duc;C;Non
21359;21;Lucey;C;Non
21360;21;Lusigny-sur-Ouche;C;Non
21361;21;Lux;C;Non
21362;21;Maconge;C;Non
21363;21;Magnien;C;Non
21364;21;Magny-Lambert;C;Non
21365;21;Magny-la-Ville;C;Non
21366;21;Magny-lès-Aubigny;C;Non
21367;21;Magny-Montarlot;C;Non
21368;21;Magny-lès-Villers;C;Non
21369;21;Magny-Saint-Médard;C;Non
21370;21;Magny-sur-Tille;B1;Reclassement
21371;21;Les Maillys;C;Non
21372;21;Maisey-le-Duc;C;Non
21373;21;Mâlain;C;Non
21374;21;Maligny;C;Non
21375;21;Manlay;C;Non
21376;21;Marandeuil;C;Non
21377;21;Marcellois;C;Non
21378;21;Marcenay;C;Non
21379;21;Marcheseuil;C;Non
21380;21;Marcigny-sous-Thil;C;Non
21381;21;Marcilly-et-Dracy;C;Non
21382;21;Marcilly-Ogny;C;Non
21383;21;Marcilly-sur-Tille;C;Non
21384;21;Marey-lès-Fussey;C;Non
21385;21;Marey-sur-Tille;C;Non
21386;21;Marigny-le-Cahouët;C;Non
21387;21;Marigny-lès-Reullée;C;Non
21388;21;Marliens;C;Non
21389;21;Marmagne;C;Non
21390;21;Marsannay-la-Côte;B1;Non
21391;21;Marsannay-le-Bois;C;Non
21392;21;Martrois;C;Non
21393;21;Massingy;C;Non
21394;21;Massingy-lès-Semur;C;Non
21395;21;Massingy-lès-Vitteaux;C;Non
21396;21;Mauvilly;C;Non
21397;21;Mavilly-Mandelot;C;Non
21398;21;Maxilly-sur-Saône;C;Non
21399;21;Meilly-sur-Rouvres;C;Non
21400;21;Le Meix;C;Non
21401;21;Meloisey;C;Non
21402;21;Menesble;C;Non
21403;21;Ménessaire;C;Non
21404;21;Ménétreux-le-Pitois;C;Non
21405;21;Merceuil;C;Non
21406;21;Mesmont;C;Non
21407;21;Messanges;C;Non
21408;21;Messigny-et-Vantoux;C;Non
21409;21;Meuilley;C;Non
21410;21;Meulson;C;Non
21411;21;Meursanges;C;Non
21412;21;Meursault;C;Non
21413;21;Millery;C;Non
21414;21;Mimeure;C;Non
21415;21;Minot;C;Non
21416;21;Mirebeau-sur-Bèze;C;Non
21417;21;Missery;C;Non
21418;21;Moitron;C;Non
21419;21;Molesme;C;Non
21420;21;Molinot;C;Non
21421;21;Moloy;C;Non
21422;21;Molphey;C;Non
21423;21;Montagny-lès-Beaune;C;Non
21424;21;Montagny-lès-Seurre;C;Non
21425;21;Montbard;C;Non
21426;21;Montberthault;C;Non
21427;21;Montceau-et-Écharnant;C;Non
21428;21;Monthelie;C;Non
21429;21;Montigny-Montfort;C;Non
21430;21;Montigny-Saint-Barthélemy;C;Non
21431;21;Montigny-sur-Armançon;C;Non
21432;21;Montigny-sur-Aube;C;Non
21433;21;Montigny-Mornay-Villeneuve-sur-Vingeanne;C;Non
21434;21;Montlay-en-Auxois;C;Non
21435;21;Montliot-et-Courcelles;C;Non
21436;21;Montmain;C;Non
21437;21;Montmançon;C;Non
21438;21;Montmoyen;C;Non
21439;21;Montoillot;C;Non
21440;21;Montot;C;Non
21441;21;Mont-Saint-Jean;C;Non
21442;21;Morey-Saint-Denis;C;Non
21444;21;Mosson;C;Non
21445;21;La Motte-Ternant;C;Non
21446;21;Moutiers-Saint-Jean;C;Non
21447;21;Musigny;C;Non
21448;21;Mussy-la-Fosse;C;Non
21449;21;Nan-sous-Thil;C;Non
21450;21;Nantoux;C;Non
21451;21;Nesle-et-Massoult;C;Non
21452;21;Neuilly-Crimolois;B1;Non
21454;21;Nicey;C;Non
21455;21;Nod-sur-Seine;C;Non
21456;21;Nogent-lès-Montbard;C;Non
21457;21;Noidan;C;Non
21458;21;Noiron-sous-Gevrey;C;Non
21459;21;Noiron-sur-Bèze;C;Non
21460;21;Noiron-sur-Seine;C;Non
21461;21;Nolay;C;Non
21462;21;Norges-la-Ville;C;Non
21463;21;Normier;C;Non
21464;21;Nuits-Saint-Georges;C;Non
21465;21;Obtrée;C;Non
21466;21;Oigny;C;Non
21467;21;Oisilly;C;Non
21468;21;Orain;C;Non
21469;21;Orgeux;C;Non
21470;21;Origny;C;Non
21471;21;Orret;C;Non
21472;21;Orville;C;Non
21473;21;Ouges;B1;Non
21474;21;Pagny-la-Ville;C;Non
21475;21;Pagny-le-Château;C;Non
21476;21;Painblanc;C;Non
21477;21;Panges;C;Non
21478;21;Pasques;C;Non
21479;21;Pellerey;C;Non
21480;21;Pernand-Vergelesses;C;Non
21481;21;Perrigny-lès-Dijon;B1;Non
21482;21;Perrigny-sur-l'Ognon;C;Non
21483;21;Pichanges;C;Non
21484;21;Planay;C;Non
21485;21;Plombières-lès-Dijon;B1;Non
21487;21;Pluvet;C;Non
21488;21;Poinçon-lès-Larrey;C;Non
21489;21;Poiseul-la-Grange;C;Non
21490;21;Poiseul-la-Ville-et-Laperrière;C;Non
21491;21;Poiseul-lès-Saulx;C;Non
21492;21;Pommard;C;Non
21493;21;Poncey-lès-Athée;C;Non
21494;21;Poncey-sur-l'Ignon;C;Non
21495;21;Pont;C;Non
21496;21;Pontailler-sur-Saône;C;Non
21497;21;Pont-et-Massène;C;Non
21498;21;Posanges;C;Non
21499;21;Pothières;C;Non
21500;21;Pouillenay;C;Non
21501;21;Pouilly-en-Auxois;C;Non
21502;21;Pouilly-sur-Saône;C;Non
21503;21;Pouilly-sur-Vingeanne;C;Non
21504;21;Prâlon;C;Non
21505;21;Précy-sous-Thil;C;Non
21506;21;Premeaux-Prissey;C;Non
21508;21;Prenois;C;Non
21510;21;Prusly-sur-Ource;C;Non
21511;21;Puits;C;Non
21512;21;Puligny-Montrachet;C;Non
21514;21;Quemigny-sur-Seine;C;Non
21515;21;Quetigny;B1;Non
21516;21;Quincerot;C;Non
21517;21;Quincey;C;Non
21518;21;Quincy-le-Vicomte;C;Non
21519;21;Recey-sur-Ource;C;Non
21520;21;Remilly-en-Montagne;C;Non
21521;21;Remilly-sur-Tille;C;Non
21522;21;Renève;C;Non
21523;21;Reulle-Vergy;C;Non
21524;21;Riel-les-Eaux;C;Non
21525;21;La Roche-en-Brenil;C;Non
21526;21;Rochefort-sur-Brévon;C;Non
21527;21;La Rochepot;C;Non
21528;21;La Roche-Vanneau;C;Non
21529;21;Roilly;C;Non
21530;21;Rougemont;C;Non
21531;21;Rouvray;C;Non
21532;21;Rouvres-en-Plaine;C;Non
21533;21;Rouvres-sous-Meilly;C;Non
21534;21;Ruffey-lès-Beaune;C;Non
21535;21;Ruffey-lès-Echirey;C;Non
21536;21;Sacquenay;C;Non
21537;21;Saffres;C;Non
21538;21;Saint-Andeux;C;Non
21539;21;Saint-Anthot;C;Non
21540;21;Saint-Apollinaire;B1;Non
21541;21;Saint-Aubin;C;Non
21542;21;Saint-Bernard;C;Non
21543;21;Saint-Broing-les-Moines;C;Non
21544;21;Sainte-Colombe-en-Auxois;C;Non
21545;21;Sainte-Colombe-sur-Seine;C;Non
21546;21;Saint-Didier;C;Non
21547;21;Saint-Euphrône;C;Non
21548;21;Saint-Germain-de-Modéon;C;Non
21549;21;Saint-Germain-le-Rocheux;C;Non
21550;21;Saint-Germain-lès-Senailly;C;Non
21552;21;Saint-Hélier;C;Non
21553;21;Saint-Jean-de-Bœuf;C;Non
21554;21;Saint-Jean-de-Losne;C;Non
21555;21;Saint-Julien;C;Non
21556;21;Saint-Léger-Triey;C;Non
21557;21;Saint-Marc-sur-Seine;C;Non
21558;21;Sainte-Marie-la-Blanche;C;Non
21559;21;Sainte-Marie-sur-Ouche;C;Non
21560;21;Saint-Martin-de-la-Mer;C;Non
21561;21;Saint-Martin-du-Mont;C;Non
21562;21;Saint-Maurice-sur-Vingeanne;C;Non
21563;21;Saint-Mesmin;C;Non
21564;21;Saint-Nicolas-lès-Cîteaux;C;Non
21565;21;Saint-Philibert;C;Non
21566;21;Saint-Pierre-en-Vaux;C;Non
21567;21;Saint-Prix-lès-Arnay;C;Non
21568;21;Saint-Rémy;C;Non
